,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
92,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate
93,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
94,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate
95,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,phishing
96,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing
97,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing
98,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing,phishing,suspicious,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,phishing,phishing
99,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
100,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing
101,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing
102,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate
103,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing
104,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
105,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing
106,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing
107,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
108,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
109,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,phishing
110,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,phishing,legitimate,legitimate
111,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,suspicious,legitimate,phishing
112,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
113,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
114,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing
115,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate
116,phishing,suspicious,phishing,legitimate,phishing,phishing,suspicious,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,suspicious,suspicious,legitimate,phishing,suspicious,phishing,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,phishing,phishing
117,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,phishing
118,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
119,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
120,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
121,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
122,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
123,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate
124,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing
125,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
126,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
127,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
128,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
129,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,phishing,legitimate,phishing
130,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,suspicious,legitimate,phishing
131,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
132,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing
133,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
134,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing
135,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate
136,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,phishing,legitimate,phishing
137,phishing,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
