,classif,odor,habitat,cap_colour
934,Etable,None,Urban,Brown
937,Etable,None,Grasses,Brown
938,Etable,None,Grasses,Gray
940,Etable,Almond,Grasses,Yellow
941,Etable,None,Grasses,White
943,Etable,None,Grasses,Gray
944,Etable,None,Woods,Gray
945,Etable,None,Grasses,Brown
946,Etable,None,Grasses,White
947,Etable,Anise,Grasses,White
948,Etable,None,Grasses,Brown
949,Poisonous,Pungent,Urban,Brown
950,Poisonous,Pungent,Urban,White
951,Etable,Anise,Grasses,Yellow
952,Etable,None,Grasses,Gray
955,Etable,Anise,Meadows,White
956,Poisonous,Pungent,Urban,White
957,Etable,None,Woods,Brown
958,Etable,Anise,Woods,White
959,Etable,Anise,Meadows,Yellow
961,Etable,None,Grasses,White
962,Etable,None,Woods,Brown
963,Etable,None,Woods,Brown
965,Etable,None,Grasses,Gray
966,Poisonous,Pungent,Grasses,Brown
967,Etable,None,Woods,Brown
968,Etable,None,Grasses,Brown
969,Etable,None,Grasses,White
970,Etable,None,Grasses,Brown
973,Etable,None,Grasses,Gray
974,Etable,None,Woods,Brown
975,Etable,None,Grasses,Gray
977,Etable,None,Woods,Brown
978,Etable,Anise,Grasses,Yellow
982,Etable,None,Grasses,Gray
983,Etable,None,Grasses,Brown
984,Poisonous,Pungent,Urban,White
985,Etable,None,Grasses,White
986,Etable,None,Grasses,White
988,Etable,None,Grasses,Gray
991,Etable,None,Grasses,Gray
992,Etable,None,Grasses,Brown
993,Etable,None,Urban,Brown
994,Etable,None,Grasses,White
995,Etable,None,Grasses,White
996,Etable,Anise,Meadows,Yellow
997,Etable,Almond,Woods,White
998,Etable,Anise,Meadows,White
999,Poisonous,Pungent,Urban,White
1000,Etable,None,Woods,Gray
1001,Etable,Anise,Grasses,Brown
1002,Etable,None,Grasses,Brown
1003,Poisonous,Pungent,Grasses,White
1005,Etable,None,Grasses,Gray
1006,Etable,None,Grasses,White
1008,Etable,None,Grasses,Brown
1009,Etable,Anise,Grasses,White
1011,Etable,None,Grasses,White
1012,Etable,Almond,Paths,Yellow
1013,Etable,None,Grasses,Brown
1014,Etable,None,Grasses,Gray
1015,Etable,Almond,Woods,Yellow
1017,Etable,None,Woods,Brown
1018,Poisonous,Pungent,Grasses,Brown
1020,Etable,None,Grasses,Brown
1021,Etable,Almond,Meadows,Yellow
1022,Etable,Almond,Grasses,White
1024,Poisonous,Pungent,Urban,White
1025,Poisonous,Pungent,Grasses,White
1026,Etable,None,Urban,Brown
1027,Etable,Anise,Woods,Yellow
1028,Etable,Anise,Meadows,Yellow
1029,Etable,None,Grasses,White
1030,Etable,None,Woods,Gray
1031,Poisonous,Pungent,Grasses,Brown
1032,Etable,None,Grasses,Gray
1033,Etable,None,Grasses,Brown
1034,Etable,None,Grasses,White
1035,Etable,None,Grasses,White
1036,Etable,Almond,Meadows,Yellow
1037,Etable,Almond,Woods,Yellow
1038,Etable,None,Urban,Gray
1040,Etable,Almond,Paths,Yellow
1041,Etable,Almond,Paths,Brown
1042,Etable,None,Grasses,White
1043,Etable,None,Woods,Brown
1044,Etable,None,Grasses,Gray
1046,Etable,None,Grasses,Gray
1048,Etable,None,Woods,Brown
1049,Etable,None,Grasses,Gray
1050,Etable,None,Woods,Red
1051,Etable,None,Woods,Brown
1052,Etable,None,Grasses,Gray
1055,Etable,Anise,Grasses,Yellow
1056,Etable,Anise,Woods,White
1057,Etable,None,Grasses,Gray
1058,Etable,Anise,Grasses,Yellow
1059,Etable,None,Grasses,Brown
1060,Etable,None,Grasses,White
1061,Etable,Anise,Woods,Yellow
1062,Etable,None,Grasses,Gray
1063,Etable,None,Grasses,Gray
1064,Poisonous,Pungent,Urban,White
1065,Etable,Anise,Woods,Yellow
1066,Etable,Almond,Grasses,White
1067,Etable,None,Grasses,White
1068,Etable,None,Woods,Brown
1069,Etable,Anise,Grasses,Brown
1071,Poisonous,Pungent,Grasses,White
1072,Etable,Almond,Grasses,Yellow
1073,Etable,None,Woods,Gray
1074,Etable,Anise,Paths,Yellow
1075,Etable,None,Grasses,Gray
1077,Poisonous,Pungent,Grasses,White
1078,Etable,None,Grasses,Gray
1079,Etable,Anise,Paths,Brown
1080,Etable,None,Grasses,White
1081,Poisonous,Pungent,Urban,Brown
1082,Etable,Anise,Meadows,Yellow
1084,Etable,Anise,Grasses,White
1086,Etable,Anise,Meadows,White
1087,Etable,Anise,Meadows,White
1089,Etable,Anise,Grasses,Yellow
1090,Etable,None,Urban,Brown
1091,Etable,Almond,Grasses,Brown
1092,Etable,None,Grasses,Gray
1093,Etable,Anise,Woods,Yellow
1094,Etable,None,Grasses,Gray
1095,Poisonous,Pungent,Urban,Brown
1096,Etable,None,Grasses,Gray
1097,Etable,None,Grasses,Gray
1099,Poisonous,Pungent,Grasses,Brown
1101,Etable,None,Grasses,White
1104,Etable,None,Grasses,Brown
1105,Etable,None,Grasses,White
1106,Poisonous,Pungent,Urban,White
1107,Etable,None,Grasses,Gray
1108,Etable,Anise,Grasses,Yellow
1110,Etable,None,Grasses,Brown
1111,Poisonous,Pungent,Grasses,White
1112,Etable,Almond,Grasses,Brown
1115,Etable,None,Grasses,Gray
1117,Etable,None,Grasses,Gray
1118,Etable,None,Grasses,Brown
1120,Etable,None,Grasses,White
1123,Etable,None,Woods,Brown
1124,Etable,Almond,Woods,Yellow
1125,Etable,None,Grasses,White
1127,Etable,Almond,Grasses,Yellow
1128,Etable,None,Grasses,White
1129,Etable,None,Grasses,Gray
1130,Poisonous,Pungent,Urban,Brown
1131,Etable,None,Grasses,Gray
1133,Etable,None,Grasses,White
1134,Etable,Almond,Grasses,White
1136,Etable,None,Woods,Brown
1137,Etable,Anise,Grasses,Yellow
1138,Etable,None,Grasses,White
1139,Etable,None,Grasses,Brown
1141,Etable,None,Woods,Brown
1142,Etable,None,Grasses,White
1143,Etable,None,Grasses,White
1144,Etable,None,Grasses,Brown
1146,Etable,None,Grasses,Gray
1147,Etable,None,Grasses,Gray
1149,Etable,None,Grasses,Brown
1150,Etable,None,Grasses,White
1151,Etable,Almond,Paths,Brown
1152,Poisonous,Pungent,Grasses,White
1153,Etable,None,Grasses,Gray
1154,Poisonous,Pungent,Grasses,White
1155,Etable,Almond,Meadows,White
1156,Etable,None,Grasses,Gray
1157,Etable,None,Grasses,Gray
1159,Etable,None,Grasses,Gray
1160,Etable,Almond,Grasses,White
1161,Etable,None,Grasses,Gray
1162,Etable,None,Woods,Red
1163,Etable,Almond,Paths,Yellow
1164,Etable,None,Grasses,White
1165,Etable,Almond,Meadows,White
1166,Poisonous,Pungent,Grasses,Brown
1167,Etable,None,Woods,Brown
1168,Etable,None,Grasses,Brown
1170,Etable,None,Grasses,Gray
1172,Etable,None,Grasses,White
1173,Etable,None,Urban,Brown
1174,Etable,None,Urban,Gray
1175,Etable,None,Urban,Gray
1178,Etable,None,Grasses,White
1180,Etable,Anise,Paths,Brown
1183,Etable,Almond,Grasses,White
1184,Etable,Almond,Grasses,White
1185,Etable,None,Grasses,White
1188,Etable,Anise,Grasses,Yellow
1189,Etable,None,Grasses,Brown
1191,Etable,Anise,Meadows,Yellow
1192,Etable,None,Woods,Red
1194,Etable,Almond,Grasses,White
1195,Poisonous,Pungent,Grasses,Brown
1196,Etable,None,Grasses,Gray
1197,Etable,Almond,Meadows,White
1198,Etable,Anise,Grasses,White
1201,Etable,Almond,Grasses,Yellow
1202,Etable,Almond,Grasses,White
1203,Etable,None,Grasses,Brown
1204,Poisonous,Pungent,Grasses,White
1205,Etable,None,Grasses,Brown
1206,Etable,None,Grasses,Brown
1207,Poisonous,Pungent,Urban,White
1208,Etable,None,Grasses,White
1209,Etable,None,Grasses,White
1210,Etable,None,Grasses,Brown
1211,Etable,None,Grasses,Brown
1212,Etable,Almond,Grasses,Yellow
1213,Etable,None,Grasses,Gray
1216,Etable,None,Grasses,White
1217,Etable,None,Grasses,Brown
1218,Etable,None,Grasses,White
1220,Etable,Almond,Grasses,Yellow
1221,Etable,None,Grasses,Gray
1222,Etable,None,Grasses,Gray
1223,Etable,None,Grasses,Brown
1224,Etable,None,Grasses,Brown
1225,Etable,None,Grasses,White
1226,Etable,None,Woods,Red
1227,Etable,None,Grasses,Brown
1229,Etable,None,Woods,Brown
1230,Etable,None,Grasses,Brown
1231,Poisonous,Pungent,Grasses,White
1232,Etable,None,Grasses,Gray
1233,Etable,None,Grasses,White
1234,Etable,None,Grasses,Brown
1235,Etable,None,Grasses,Gray
1237,Etable,None,Grasses,Gray
1238,Etable,None,Grasses,Gray
1239,Etable,None,Grasses,Brown
1240,Poisonous,Pungent,Urban,White
1241,Etable,None,Grasses,Gray
1242,Poisonous,Pungent,Grasses,White
1243,Poisonous,Pungent,Urban,White
1244,Etable,None,Grasses,Brown
1245,Etable,None,Grasses,Gray
1246,Etable,None,Grasses,Gray
1247,Etable,None,Grasses,Gray
1248,Etable,None,Grasses,Gray
1249,Etable,None,Grasses,Gray
1250,Etable,None,Woods,Gray
1251,Etable,None,Woods,Brown
1252,Etable,None,Grasses,White
1253,Poisonous,Pungent,Grasses,White
1254,Poisonous,Pungent,Grasses,Brown
1255,Etable,None,Grasses,White
1256,Poisonous,Pungent,Grasses,Brown
1257,Etable,None,Grasses,Brown
1258,Etable,None,Grasses,White
1259,Poisonous,Pungent,Grasses,Brown
1260,Poisonous,Pungent,Grasses,White
1262,Poisonous,Pungent,Grasses,White
1263,Etable,None,Grasses,White
1265,Etable,None,Grasses,White
1268,Etable,None,Grasses,White
1272,Poisonous,Pungent,Grasses,White
1273,Etable,None,Grasses,Brown
1274,Etable,None,Grasses,White
1276,Etable,None,Grasses,Brown
1277,Etable,None,Grasses,White
1279,Etable,None,Grasses,White
1280,Etable,Almond,Meadows,Yellow
1283,Etable,None,Grasses,Brown
1284,Etable,None,Grasses,Brown
1285,Etable,None,Grasses,Gray
1286,Poisonous,Pungent,Urban,Brown
1287,Etable,None,Grasses,Gray
1289,Etable,None,Grasses,White
1290,Etable,None,Woods,Brown
1291,Etable,None,Grasses,Gray
1292,Etable,None,Grasses,White
1293,Poisonous,Pungent,Grasses,White
1294,Poisonous,Pungent,Grasses,White
1298,Etable,Almond,Paths,Yellow
1299,Etable,None,Grasses,White
1300,Etable,None,Grasses,White
1301,Etable,None,Grasses,Gray
1303,Etable,None,Woods,Brown
1305,Etable,None,Grasses,Gray
1306,Etable,None,Grasses,Brown
1308,Etable,None,Grasses,White
1309,Etable,None,Grasses,Gray
1311,Etable,None,Grasses,Brown
1312,Poisonous,Pungent,Grasses,White
1313,Etable,None,Grasses,Gray
1314,Etable,Anise,Grasses,Yellow
1315,Etable,None,Grasses,Brown
1316,Etable,None,Grasses,Gray
1317,Etable,None,Woods,Brown
1318,Etable,Anise,Meadows,Yellow
1319,Etable,None,Grasses,White
1320,Etable,None,Woods,Brown
1321,Poisonous,Pungent,Grasses,White
1322,Etable,None,Grasses,White
1323,Poisonous,Pungent,Urban,White
1325,Etable,None,Grasses,Brown
1326,Etable,Anise,Grasses,Yellow
1328,Etable,None,Grasses,Gray
1329,Etable,None,Grasses,Gray
1330,Etable,None,Grasses,Gray
1331,Etable,None,Grasses,White
1333,Etable,None,Grasses,Gray
1335,Etable,None,Woods,Brown
1336,Etable,None,Grasses,Brown
1339,Etable,None,Grasses,White
1342,Poisonous,Pungent,Urban,White
1343,Etable,None,Woods,Gray
1345,Etable,None,Grasses,White
1346,Poisonous,Pungent,Grasses,Brown
1347,Etable,None,Grasses,White
1348,Etable,None,Woods,Brown
1349,Etable,None,Woods,Gray
1351,Etable,None,Grasses,Brown
1352,Etable,None,Grasses,White
1353,Etable,None,Grasses,Brown
1354,Etable,None,Grasses,Brown
1355,Etable,None,Grasses,White
1356,Etable,None,Grasses,Brown
1357,Etable,None,Grasses,White
1358,Etable,None,Grasses,Brown
1360,Etable,None,Grasses,Brown
1361,Poisonous,Pungent,Urban,Brown
1362,Etable,None,Grasses,White
1363,Etable,None,Grasses,White
1365,Etable,None,Grasses,White
1366,Etable,None,Grasses,Gray
1367,Etable,None,Grasses,Brown
1368,Etable,None,Woods,Gray
1369,Etable,None,Grasses,White
1372,Etable,None,Grasses,White
1373,Etable,Anise,Grasses,Yellow
1374,Poisonous,Pungent,Grasses,Brown
1375,Poisonous,Pungent,Grasses,Brown
1376,Etable,None,Grasses,White
1377,Etable,None,Grasses,Brown
1379,Etable,None,Grasses,Brown
1380,Poisonous,Pungent,Urban,White
1381,Etable,None,Grasses,Brown
1383,Etable,None,Grasses,Brown
1384,Etable,None,Grasses,Gray
1386,Etable,None,Grasses,Brown
1387,Etable,None,Woods,Gray
1389,Etable,None,Grasses,Brown
1390,Etable,None,Woods,Gray
1391,Etable,None,Grasses,White
1392,Etable,None,Grasses,White
1393,Etable,None,Grasses,White
1394,Etable,None,Grasses,Gray
1395,Etable,None,Woods,Brown
1397,Etable,None,Grasses,Brown
1398,Etable,None,Grasses,Gray
1399,Poisonous,Pungent,Grasses,White
1402,Etable,None,Woods,Gray
1403,Etable,None,Grasses,Gray
1404,Etable,None,Grasses,Gray
1405,Poisonous,Pungent,Urban,White
1406,Etable,None,Grasses,White
1407,Etable,None,Grasses,White
1408,Etable,None,Grasses,Gray
1410,Etable,None,Grasses,Brown
1411,Etable,None,Grasses,Brown
1412,Etable,None,Grasses,Brown
1413,Etable,None,Grasses,White
1416,Etable,Anise,Meadows,White
1417,Etable,None,Grasses,Brown
1418,Etable,None,Grasses,Gray
1419,Etable,None,Grasses,White
1420,Poisonous,Pungent,Urban,White
1421,Etable,None,Grasses,White
1423,Etable,None,Grasses,Gray
1425,Etable,None,Grasses,Brown
1426,Etable,None,Grasses,Brown
1427,Etable,None,Grasses,Gray
1429,Poisonous,Pungent,Urban,Brown
1430,Etable,None,Grasses,Brown
1431,Etable,None,Woods,Brown
1432,Poisonous,Pungent,Grasses,White
1433,Poisonous,Pungent,Urban,White
1434,Poisonous,Pungent,Urban,Brown
1435,Etable,None,Woods,Brown
1436,Etable,Anise,Meadows,White
1437,Poisonous,Pungent,Grasses,White
1438,Etable,None,Grasses,White
1439,Etable,None,Grasses,White
1440,Etable,None,Woods,Brown
1441,Etable,None,Grasses,Brown
1442,Etable,None,Grasses,Brown
1443,Etable,None,Grasses,Brown
1444,Poisonous,Pungent,Urban,Brown
1445,Poisonous,Pungent,Grasses,White
1447,Etable,None,Grasses,Gray
1448,Etable,None,Woods,Brown
1449,Etable,None,Grasses,Gray
1450,Etable,None,Grasses,Brown
1451,Poisonous,Pungent,Urban,Brown
1452,Etable,None,Grasses,Brown
1453,Poisonous,Pungent,Grasses,Brown
1454,Etable,None,Grasses,Gray
1455,Etable,None,Grasses,White
1457,Etable,None,Woods,Brown
1459,Poisonous,Pungent,Urban,White
1460,Etable,None,Woods,Brown
1461,Etable,None,Grasses,White
1462,Etable,None,Grasses,White
1463,Etable,Almond,Woods,White
1465,Etable,None,Woods,Gray
1466,Etable,None,Woods,Brown
1467,Etable,Almond,Woods,Yellow
1468,Etable,None,Grasses,Gray
1469,Etable,None,Grasses,Brown
1470,Etable,None,Woods,Red
1471,Etable,None,Grasses,Gray
1472,Poisonous,Pungent,Urban,White
1473,Etable,None,Grasses,White
1474,Etable,None,Grasses,Gray
1476,Etable,None,Grasses,Brown
1477,Etable,None,Grasses,White
1478,Poisonous,Pungent,Grasses,White
1479,Etable,None,Grasses,White
1480,Etable,None,Grasses,Brown
1482,Etable,None,Grasses,Gray
1483,Etable,None,Grasses,Brown
1485,Poisonous,Pungent,Urban,Brown
1486,Etable,None,Grasses,White
1487,Etable,None,Grasses,White
1488,Etable,None,Grasses,Brown
1489,Poisonous,Pungent,Grasses,Brown
1491,Poisonous,Pungent,Urban,White
1492,Etable,None,Grasses,Brown
1493,Etable,None,Grasses,Gray
1495,Etable,None,Grasses,Brown
1496,Etable,None,Grasses,Gray
1497,Etable,None,Grasses,White
1499,Etable,None,Grasses,Gray
1500,Etable,None,Grasses,Brown
1501,Etable,Almond,Meadows,Yellow
1502,Etable,None,Grasses,Gray
1503,Etable,None,Grasses,Gray
1504,Etable,None,Grasses,White
1505,Etable,None,Woods,Brown
1506,Poisonous,Pungent,Urban,Brown
1507,Etable,None,Woods,Brown
1508,Etable,None,Grasses,Brown
1510,Etable,None,Grasses,White
1511,Etable,None,Grasses,Gray
1513,Etable,Almond,Meadows,Yellow
1514,Etable,Almond,Woods,White
1515,Etable,None,Grasses,Gray
1516,Etable,None,Grasses,Brown
1517,Etable,None,Grasses,Brown
1518,Etable,Almond,Grasses,Yellow
1519,Etable,None,Grasses,Brown
1520,Etable,Anise,Grasses,White
1521,Etable,None,Grasses,White
1523,Etable,None,Grasses,Brown
1525,Etable,None,Grasses,Brown
1526,Etable,None,Woods,Brown
1527,Etable,None,Grasses,Gray
1529,Etable,None,Grasses,White
1532,Poisonous,Pungent,Urban,White
1534,Etable,None,Grasses,Gray
1535,Poisonous,Pungent,Grasses,White
1536,Etable,None,Grasses,Gray
1537,Poisonous,Pungent,Urban,White
1538,Etable,None,Grasses,Gray
1539,Etable,None,Grasses,White
1540,Poisonous,Pungent,Grasses,White
1541,Etable,None,Grasses,White
1542,Etable,None,Grasses,Brown
1543,Etable,None,Grasses,White
1544,Etable,None,Grasses,White
1546,Poisonous,Pungent,Urban,Brown
1547,Etable,None,Grasses,Gray
1548,Etable,Almond,Grasses,Yellow
1549,Etable,None,Grasses,Brown
1550,Etable,None,Grasses,Brown
1552,Etable,None,Grasses,Gray
1553,Etable,None,Grasses,White
1555,Poisonous,Pungent,Urban,Brown
1556,Etable,None,Grasses,Brown
1557,Etable,Almond,Grasses,Yellow
1558,Etable,None,Grasses,Gray
1559,Etable,None,Grasses,Brown
1560,Etable,None,Grasses,Gray
1561,Etable,None,Grasses,Gray
1562,Etable,None,Grasses,Brown
1564,Etable,Anise,Meadows,White
1565,Etable,None,Woods,Gray
1566,Poisonous,Pungent,Grasses,Brown
1568,Poisonous,Pungent,Urban,Brown
1569,Etable,None,Grasses,Brown
1571,Etable,None,Grasses,White
1572,Etable,None,Grasses,Brown
1575,Etable,None,Grasses,White
1576,Etable,None,Grasses,White
1577,Poisonous,Pungent,Grasses,Brown
1578,Etable,None,Grasses,Gray
1579,Poisonous,Pungent,Grasses,Brown
1580,Etable,None,Grasses,White
1581,Etable,None,Woods,Brown
1583,Poisonous,Pungent,Urban,Brown
1585,Poisonous,Pungent,Urban,White
1587,Etable,None,Grasses,Brown
1588,Etable,Almond,Paths,Yellow
1589,Etable,None,Grasses,White
1591,Etable,None,Grasses,Gray
1592,Etable,None,Grasses,Gray
1593,Etable,None,Grasses,White
1596,Etable,None,Woods,Gray
1597,Etable,None,Grasses,Gray
1598,Etable,None,Grasses,Gray
1599,Etable,Anise,Grasses,Brown
1600,Etable,None,Woods,Gray
1601,Etable,None,Grasses,Gray
1603,Etable,None,Grasses,Brown
1604,Etable,None,Grasses,White
1605,Etable,None,Grasses,Brown
1607,Etable,None,Grasses,Brown
1608,Etable,None,Woods,Brown
1609,Etable,None,Grasses,Brown
1610,Etable,None,Grasses,Brown
1611,Etable,None,Grasses,White
1613,Poisonous,Pungent,Urban,White
1614,Poisonous,Pungent,Grasses,Brown
1615,Etable,None,Woods,Brown
1617,Etable,None,Grasses,Gray
1618,Etable,None,Grasses,Brown
1619,Etable,None,Grasses,Brown
1620,Etable,None,Grasses,Gray
1621,Etable,None,Grasses,Gray
1625,Poisonous,Pungent,Urban,White
1626,Etable,None,Grasses,Brown
1627,Etable,None,Woods,Brown
1630,Poisonous,Pungent,Urban,White
1631,Etable,None,Grasses,White
1633,Etable,None,Grasses,Brown
1634,Etable,None,Grasses,Brown
1635,Etable,None,Grasses,Brown
1636,Poisonous,Pungent,Grasses,White
1637,Poisonous,Pungent,Grasses,White
1638,Etable,None,Grasses,Gray
1640,Etable,None,Grasses,Brown
1641,Etable,None,Woods,Brown
1642,Etable,None,Woods,Brown
1644,Etable,None,Grasses,White
1645,Etable,None,Grasses,White
1646,Etable,Anise,Meadows,Yellow
1647,Etable,None,Grasses,Gray
1648,Etable,None,Grasses,White
1650,Etable,None,Grasses,Brown
1652,Etable,None,Grasses,Brown
1653,Etable,None,Grasses,Gray
1654,Etable,None,Grasses,Gray
1655,Etable,None,Grasses,White
1656,Etable,None,Grasses,Brown
1657,Etable,None,Grasses,Gray
1658,Etable,None,Grasses,White
1659,Etable,None,Grasses,White
1660,Etable,None,Grasses,Gray
1661,Etable,None,Grasses,Gray
1662,Etable,Almond,Grasses,Yellow
1663,Etable,Anise,Grasses,Yellow
1664,Etable,None,Grasses,White
1665,Poisonous,Pungent,Grasses,Brown
1666,Etable,None,Grasses,White
1667,Poisonous,Pungent,Urban,White
1668,Etable,None,Woods,Gray
1669,Poisonous,Pungent,Urban,White
1670,Etable,Anise,Grasses,Yellow
1671,Etable,Anise,Meadows,White
1672,Etable,Anise,Paths,Brown
1673,Etable,None,Grasses,White
1674,Etable,None,Grasses,Brown
1675,Etable,None,Grasses,Gray
1676,Etable,None,Grasses,White
1677,Etable,None,Grasses,Brown
1678,Etable,None,Grasses,Brown
1679,Etable,None,Grasses,Gray
1680,Etable,Anise,Grasses,White
1682,Etable,Anise,Meadows,Yellow
1683,Poisonous,Pungent,Grasses,White
1684,Etable,None,Grasses,White
1685,Etable,None,Grasses,Brown
1686,Etable,None,Grasses,Gray
1687,Etable,None,Grasses,Gray
1688,Etable,None,Woods,Brown
1689,Etable,None,Woods,Brown
1690,Etable,Almond,Paths,Yellow
1691,Etable,None,Woods,Gray
1692,Etable,None,Grasses,Gray
1694,Etable,None,Grasses,White
1695,Etable,None,Grasses,Gray
1696,Etable,None,Grasses,White
1697,Etable,None,Grasses,Gray
1698,Etable,None,Grasses,Gray
1699,Etable,None,Grasses,Brown
1700,Etable,None,Woods,Brown
1701,Etable,None,Grasses,White
1702,Etable,None,Grasses,Brown
1703,Poisonous,Pungent,Grasses,Brown
1704,Etable,None,Woods,Brown
1705,Etable,None,Grasses,Brown
1707,Poisonous,Pungent,Urban,Brown
1708,Etable,None,Grasses,Gray
1709,Etable,None,Woods,Gray
1711,Etable,None,Grasses,Gray
1712,Etable,None,Woods,Brown
1713,Etable,None,Grasses,Gray
1715,Etable,None,Woods,Gray
1717,Etable,Anise,Meadows,White
1718,Etable,None,Grasses,Gray
1719,Etable,None,Grasses,White
1720,Etable,None,Grasses,Brown
1721,Etable,None,Grasses,White
1722,Etable,None,Grasses,Brown
1724,Etable,Almond,Meadows,Yellow
1725,Poisonous,Pungent,Grasses,White
1726,Etable,None,Grasses,Brown
1727,Etable,None,Grasses,Brown
1729,Etable,None,Grasses,Gray
1730,Etable,None,Grasses,White
1731,Poisonous,Pungent,Urban,Brown
1732,Etable,None,Grasses,Gray
1734,Poisonous,Pungent,Grasses,Brown
1735,Etable,None,Grasses,Brown
1736,Etable,None,Grasses,Brown
1737,Etable,None,Woods,Brown
1738,Etable,None,Grasses,White
1739,Poisonous,Pungent,Urban,White
1740,Etable,None,Grasses,White
1741,Etable,None,Grasses,Brown
1742,Etable,None,Grasses,Gray
1743,Etable,None,Grasses,White
1744,Etable,Anise,Grasses,Brown
1745,Poisonous,Pungent,Grasses,White
1746,Etable,None,Grasses,White
1747,Etable,None,Urban,Brown
1749,Etable,None,Grasses,White
1750,Etable,None,Grasses,Gray
1751,Etable,Almond,Paths,Yellow
1752,Etable,None,Grasses,White
1753,Etable,None,Grasses,White
1754,Poisonous,Pungent,Grasses,Brown
1755,Etable,None,Grasses,Brown
1756,Etable,None,Grasses,Gray
1757,Etable,None,Grasses,Brown
1758,Etable,None,Woods,Brown
1761,Etable,None,Grasses,White
1763,Etable,None,Woods,Brown
1764,Etable,None,Grasses,White
1765,Poisonous,Pungent,Urban,White
1766,Etable,None,Grasses,Gray
1767,Etable,None,Grasses,Brown
1768,Etable,None,Woods,Brown
1770,Etable,None,Grasses,Gray
1771,Etable,None,Grasses,Brown
1772,Etable,None,Grasses,White
1773,Etable,Almond,Grasses,Yellow
1774,Etable,None,Woods,Brown
1775,Etable,None,Grasses,White
1777,Poisonous,Pungent,Urban,Brown
1778,Poisonous,Pungent,Urban,White
1780,Etable,None,Urban,Gray
1781,Etable,None,Grasses,Brown
1782,Etable,None,Grasses,White
1783,Poisonous,Pungent,Grasses,White
1784,Etable,Almond,Grasses,Yellow
