,classif,cap_shape,cap_surface,cap_colour,bruises,odor,gill_attach,gill_space,gill_size,gill_color,stalk_shape,stalk_surf_above_ring,stalk_surf_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
190,Etable,x,f,White,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
191,Etable,x,s,White,Bruises,Anise,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
192,Etable,b,s,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
193,Etable,f,s,Yellow,Bruises,Almond,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
194,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
195,Etable,f,f,Gray,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Urban
196,Etable,b,s,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
197,Etable,x,s,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
198,Etable,x,y,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
199,Etable,f,s,White,Bruises,Almond,f,Crowded,Narrow,Brown,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
200,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
201,Etable,b,s,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
202,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
203,Etable,x,f,White,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
204,Etable,f,y,Brown,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Paths
205,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
206,Etable,b,s,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
207,Etable,b,s,White,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
208,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
209,Etable,b,y,White,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
210,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
211,Etable,b,s,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
212,Etable,x,f,Yellow,Bruises,Almond,f,Crowded,Narrow,Brown,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
213,Etable,x,f,Gray,No,None,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Urban
214,Etable,f,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
215,Etable,b,s,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
216,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
217,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
218,Etable,x,y,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
219,Etable,s,f,Gray,No,None,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
220,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
221,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
222,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
223,Etable,f,f,White,Bruises,Almond,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
224,Etable,x,y,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
225,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
226,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
227,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
228,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
229,Etable,b,s,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
230,Etable,x,f,Gray,No,None,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Solitary,Urban
231,Poisonous,x,y,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
232,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Paths
233,Etable,f,f,Brown,No,None,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
234,Etable,b,s,White,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
235,Etable,x,f,White,Bruises,Anise,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
236,Etable,x,y,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
237,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
238,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Black,Scattered,Grasses
239,Etable,f,y,Yellow,Bruises,Almond,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Black,Scattered,Paths
240,Etable,f,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Paths
241,Etable,x,s,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
242,Etable,x,s,White,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
243,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
244,Etable,f,f,White,Bruises,Almond,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Purple,Several,Woods
245,Etable,x,s,White,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
246,Etable,x,s,White,Bruises,Anise,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Purple,Several,Woods
247,Etable,x,y,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
248,Etable,f,y,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Paths
249,Etable,x,s,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
250,Etable,f,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Grasses
251,Poisonous,x,s,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
252,Etable,s,f,Brown,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
253,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
254,Etable,b,s,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
255,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
256,Etable,f,f,Brown,No,None,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
257,Etable,x,s,White,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
258,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
259,Etable,b,y,White,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
260,Etable,f,y,Brown,Bruises,Anise,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
261,Poisonous,x,y,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Grasses
262,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
263,Etable,x,y,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
264,Etable,f,f,White,Bruises,Anise,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Purple,Several,Woods
265,Etable,f,f,Gray,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
266,Etable,f,s,Gray,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
267,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
268,Etable,b,s,White,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
269,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
270,Etable,x,s,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
271,Poisonous,f,s,Brown,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
272,Etable,x,y,White,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
273,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
274,Etable,f,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Paths
275,Etable,x,y,Brown,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Paths
276,Etable,f,y,Brown,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Grasses
277,Etable,x,y,White,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
278,Etable,f,f,Brown,No,None,f,Crowded,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
279,Etable,x,s,Yellow,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
280,Poisonous,x,y,White,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
281,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
282,Etable,s,f,Brown,No,None,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
283,Etable,x,s,Yellow,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
284,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
285,Etable,f,y,Brown,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Black,Scattered,Grasses
286,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
287,Etable,b,y,White,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
288,Etable,x,y,Brown,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Paths
289,Etable,f,f,Gray,No,None,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Urban
290,Etable,x,f,Gray,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Solitary,Urban
291,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
292,Etable,x,s,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
293,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
294,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
295,Etable,b,s,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
296,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
297,Etable,x,f,Gray,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
298,Etable,f,s,Yellow,Bruises,Almond,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
299,Poisonous,x,y,White,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
300,Etable,x,f,White,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
301,Etable,b,y,White,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
302,Etable,x,s,Yellow,Bruises,Anise,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
303,Etable,b,y,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
304,Etable,x,y,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
305,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Brown,Solitary,Woods
306,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
307,Etable,x,s,Yellow,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
308,Etable,f,y,Brown,Bruises,Almond,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Grasses
309,Etable,x,f,White,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
310,Etable,x,s,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
311,Poisonous,x,y,White,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Grasses
312,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
313,Etable,x,f,White,Bruises,Almond,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
314,Etable,b,s,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
315,Poisonous,x,y,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
316,Etable,x,s,Yellow,Bruises,Almond,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
317,Etable,x,y,White,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
318,Etable,x,f,White,Bruises,Anise,f,Crowded,Narrow,Brown,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
319,Etable,f,s,White,Bruises,Anise,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
320,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
321,Etable,f,f,Yellow,Bruises,Almond,f,Crowded,Narrow,White,t,Smooth,s,White,White,p,w,o,Pendant,Purple,Several,Woods
322,Etable,x,s,White,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
323,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
324,Etable,x,y,Brown,Bruises,Anise,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Paths
325,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
326,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
327,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
328,Etable,b,s,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
329,Etable,b,y,White,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
330,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
331,Etable,b,s,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
332,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
333,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
334,Etable,x,y,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
335,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,Pink,White,p,w,o,Pendant,Black,Solitary,Woods
336,Etable,x,y,Brown,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Grasses
337,Etable,b,s,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
338,Etable,x,f,Gray,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
339,Etable,x,y,Brown,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Grasses
340,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
341,Etable,b,y,White,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
342,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
343,Etable,f,f,Yellow,Bruises,Almond,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
344,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
345,Etable,x,f,Brown,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
346,Etable,x,f,Yellow,Bruises,Anise,f,Crowded,Narrow,Brown,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
347,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
348,Etable,f,s,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
349,Etable,x,f,Brown,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Urban
350,Etable,f,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
351,Etable,f,y,Brown,Bruises,Almond,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Paths
352,Etable,b,y,White,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
353,Etable,b,s,Yellow,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
354,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Black,Scattered,Paths
355,Etable,s,f,Gray,No,None,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
356,Etable,f,y,Brown,Bruises,Almond,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Paths
357,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
358,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Paths
359,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
360,Etable,x,f,Brown,No,None,f,Crowded,Broad,Chocolate,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
361,Etable,x,f,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
362,Etable,f,s,Brown,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
363,Etable,f,y,Brown,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Paths
364,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
365,Etable,f,f,Brown,No,None,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
366,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Paths
367,Etable,x,f,Yellow,Bruises,Almond,f,Crowded,Narrow,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Purple,Several,Woods
368,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
369,Etable,x,f,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
370,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
371,Etable,f,y,Brown,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Black,Solitary,Grasses
372,Etable,x,s,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
373,Etable,s,f,Brown,No,None,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Urban
374,Etable,x,s,White,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
375,Etable,b,s,White,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
376,Etable,s,f,Brown,No,None,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Solitary,Urban
377,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Meadows
378,Etable,x,y,Yellow,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
379,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
380,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
381,Etable,x,s,White,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
